crop_name,amount_usd,amount_tzs,trading_hub,recorded_date
CASSAVA,26.41,68666.00,Tanga Coastal Exchange,2026-06-08
CASSAVA,24.32,63232.00,Tabora Grain Yard,2026-06-08
CASSAVA,27.15,70590.00,Kigoma Lake Hub,2026-06-08
POTATO,30.47,79222.00,Dar Es Salaam Wholesale,2026-06-08
POTATO,29.00,75400.00,Mwanza Central Hub,2026-06-08
POTATO,31.37,81562.00,Arusha North Hub,2026-06-08
POTATO,29.90,77740.00,Dodoma Wholesale Hub,2026-06-08
POTATO,28.43,73918.00,Mbeya Border Market,2026-06-08
POTATO,30.21,78546.00,Tanga Coastal Exchange,2026-06-08
POTATO,27.85,72410.00,Tabora Grain Yard,2026-06-08
POTATO,31.13,80938.00,Kigoma Lake Hub,2026-06-08
GROUNDNUT,81.68,212368.00,Dar Es Salaam Wholesale,2026-06-08
GROUNDNUT,77.73,202098.00,Mwanza Central Hub,2026-06-08
GROUNDNUT,84.10,218660.00,Arusha North Hub,2026-06-08
GROUNDNUT,80.15,208390.00,Dodoma Wholesale Hub,2026-06-08
GROUNDNUT,76.20,198120.00,Mbeya Border Market,2026-06-08
GROUNDNUT,80.97,210522.00,Tanga Coastal Exchange,2026-06-08
GROUNDNUT,74.63,194038.00,Tabora Grain Yard,2026-06-08
GROUNDNUT,83.37,216762.00,Kigoma Lake Hub,2026-06-08
SUNFLOWER,60.15,156390.00,Dar Es Salaam Wholesale,2026-06-08
SUNFLOWER,57.19,148694.00,Mwanza Central Hub,2026-06-08
SUNFLOWER,61.81,160706.00,Arusha North Hub,2026-06-08
SUNFLOWER,58.85,153010.00,Dodoma Wholesale Hub,2026-06-08
SUNFLOWER,55.90,145340.00,Mbeya Border Market,2026-06-08
SUNFLOWER,59.36,154336.00,Tanga Coastal Exchange,2026-06-08
SUNFLOWER,54.67,142142.00,Tabora Grain Yard,2026-06-08
SUNFLOWER,61.03,158678.00,Kigoma Lake Hub,2026-06-08
COFFEE,91.28,237328.00,Dar Es Salaam Wholesale,2026-06-08
COFFEE,86.94,226044.00,Mwanza Central Hub,2026-06-08
COFFEE,94.14,244764.00,Arusha North Hub,2026-06-08
COFFEE,89.80,233480.00,Dodoma Wholesale Hub,2026-06-08
COFFEE,85.44,222144.00,Mbeya Border Market,2026-06-08
COFFEE,90.88,236288.00,Tanga Coastal Exchange,2026-06-08
COFFEE,83.83,217958.00,Tabora Grain Yard,2026-06-08
COFFEE,93.74,243724.00,Kigoma Lake Hub,2026-06-08
CASHEW,100.82,262132.00,Dar Es Salaam Wholesale,2026-06-08
CASHEW,95.79,249054.00,Mwanza Central Hub,2026-06-08
CASHEW,103.47,269022.00,Arusha North Hub,2026-06-08
CASHEW,98.45,255970.00,Dodoma Wholesale Hub,2026-06-08
CASHEW,93.45,242970.00,Mbeya Border Market,2026-06-08
CASHEW,99.15,257790.00,Tanga Coastal Exchange,2026-06-08
CASHEW,91.25,237250.00,Tabora Grain Yard,2026-06-08
CASHEW,101.79,264654.00,Kigoma Lake Hub,2026-06-08
COCONUT,83.96,218296.00,Dar Es Salaam Wholesale,2026-06-08
COCONUT,80.02,208052.00,Mwanza Central Hub,2026-06-08
COCONUT,86.69,225394.00,Arusha North Hub,2026-06-08
COCONUT,82.73,215098.00,Dodoma Wholesale Hub,2026-06-08
COCONUT,78.76,204776.00,Mbeya Border Market,2026-06-08
COCONUT,83.82,217932.00,Tanga Coastal Exchange,2026-06-08
COCONUT,77.36,201136.00,Tabora Grain Yard,2026-06-08
COCONUT,86.55,225030.00,Kigoma Lake Hub,2026-06-08
MAIZE,51.60,134160.00,Dar Es Salaam Wholesale,2026-06-15
MAIZE,49.02,127452.00,Mwanza Central Hub,2026-06-15
MAIZE,52.94,137644.00,Arusha North Hub,2026-06-15
MAIZE,50.37,130962.00,Dodoma Wholesale Hub,2026-06-15
MAIZE,47.80,124280.00,Mbeya Border Market,2026-06-15
MAIZE,50.71,131846.00,Tanga Coastal Exchange,2026-06-15
MAIZE,46.67,121342.00,Tabora Grain Yard,2026-06-15
MAIZE,52.05,135330.00,Kigoma Lake Hub,2026-06-15
RICE,68.23,177398.00,Dar Es Salaam Wholesale,2026-06-15
RICE,65.02,169052.00,Mwanza Central Hub,2026-06-15
RICE,70.44,183144.00,Arusha North Hub,2026-06-15
RICE,67.22,174772.00,Dodoma Wholesale Hub,2026-06-15
RICE,63.99,166374.00,Mbeya Border Market,2026-06-15
RICE,68.09,177034.00,Tanga Coastal Exchange,2026-06-15
RICE,58.02,150852.00,Tabora Grain Yard,2026-06-15
RICE,64.91,168766.00,Kigoma Lake Hub,2026-06-15
BEANS,69.22,179972.00,Dar Es Salaam Wholesale,2026-06-15
BEANS,65.76,170976.00,Mwanza Central Hub,2026-06-15
BEANS,71.02,184652.00,Arusha North Hub,2026-06-15
BEANS,67.57,175682.00,Dodoma Wholesale Hub,2026-06-15
BEANS,64.13,166738.00,Mbeya Border Market,2026-06-15
BEANS,68.03,176878.00,Tanga Coastal Exchange,2026-06-15
BEANS,62.60,162760.00,Tabora Grain Yard,2026-06-15
BEANS,69.81,181506.00,Kigoma Lake Hub,2026-06-15
WHEAT,43.29,112554.00,Dar Es Salaam Wholesale,2026-06-15
WHEAT,41.24,107224.00,Mwanza Central Hub,2026-06-15
WHEAT,44.66,116116.00,Arusha North Hub,2026-06-15
WHEAT,42.61,110786.00,Dodoma Wholesale Hub,2026-06-15
WHEAT,40.55,105430.00,Mbeya Border Market,2026-06-15
WHEAT,43.14,112164.00,Tanga Coastal Exchange,2026-06-15
WHEAT,39.81,103506.00,Tabora Grain Yard,2026-06-15
WHEAT,44.53,115778.00,Kigoma Lake Hub,2026-06-15
SORGHUM,36.53,94978.00,Dar Es Salaam Wholesale,2026-06-15
SORGHUM,34.73,90298.00,Mwanza Central Hub,2026-06-15
SORGHUM,37.53,97578.00,Arusha North Hub,2026-06-15
SORGHUM,35.73,92898.00,Dodoma Wholesale Hub,2026-06-15
SORGHUM,33.93,88218.00,Mbeya Border Market,2026-06-15
SORGHUM,36.02,93652.00,Tanga Coastal Exchange,2026-06-15
SORGHUM,33.16,86216.00,Tabora Grain Yard,2026-06-15
SORGHUM,37.00,96200.00,Kigoma Lake Hub,2026-06-15
CASSAVA,24.95,64870.00,Dar Es Salaam Wholesale,2026-06-15
CASSAVA,23.75,61750.00,Mwanza Central Hub,2026-06-15
CASSAVA,25.70,66820.00,Arusha North Hub,2026-06-15
CASSAVA,24.50,63700.00,Dodoma Wholesale Hub,2026-06-15
CASSAVA,23.30,60580.00,Mbeya Border Market,2026-06-15
CASSAVA,24.76,64376.00,Tanga Coastal Exchange,2026-06-15
CASSAVA,22.84,59384.00,Tabora Grain Yard,2026-06-15
CASSAVA,25.52,66352.00,Kigoma Lake Hub,2026-06-15
POTATO,33.01,85826.00,Dar Es Salaam Wholesale,2026-06-15
POTATO,31.41,81666.00,Mwanza Central Hub,2026-06-15
POTATO,33.97,88322.00,Arusha North Hub,2026-06-15
POTATO,32.37,84162.00,Dodoma Wholesale Hub,2026-06-15
POTATO,30.77,80002.00,Mbeya Border Market,2026-06-15
POTATO,32.69,84994.00,Tanga Coastal Exchange,2026-06-15
POTATO,30.12,78312.00,Tabora Grain Yard,2026-06-15
POTATO,33.64,87464.00,Kigoma Lake Hub,2026-06-15
GROUNDNUT,75.98,197548.00,Dar Es Salaam Wholesale,2026-06-15
GROUNDNUT,72.25,187850.00,Mwanza Central Hub,2026-06-15
GROUNDNUT,78.10,203060.00,Arusha North Hub,2026-06-15
GROUNDNUT,74.38,193388.00,Dodoma Wholesale Hub,2026-06-15
GROUNDNUT,70.66,183716.00,Mbeya Border Market,2026-06-15
GROUNDNUT,75.05,195130.00,Tanga Coastal Exchange,2026-06-15
GROUNDNUT,69.13,179738.00,Tabora Grain Yard,2026-06-15
GROUNDNUT,77.19,200694.00,Kigoma Lake Hub,2026-06-15
SUNFLOWER,63.44,164944.00,Dar Es Salaam Wholesale,2026-06-15
SUNFLOWER,60.42,157092.00,Mwanza Central Hub,2026-06-15
SUNFLOWER,65.41,170066.00,Arusha North Hub,2026-06-15
SUNFLOWER,62.38,162188.00,Dodoma Wholesale Hub,2026-06-15
SUNFLOWER,59.35,154310.00,Mbeya Border Market,2026-06-15
SUNFLOWER,63.11,164086.00,Tanga Coastal Exchange,2026-06-15
SUNFLOWER,58.21,151346.00,Tabora Grain Yard,2026-06-15
SUNFLOWER,65.08,169208.00,Kigoma Lake Hub,2026-06-15
COFFEE,89.59,232934.00,Dar Es Salaam Wholesale,2026-06-15
COFFEE,85.12,221312.00,Mwanza Central Hub,2026-06-15
COFFEE,91.95,239070.00,Arusha North Hub,2026-06-15
COFFEE,87.50,227500.00,Dodoma Wholesale Hub,2026-06-15
COFFEE,83.06,215956.00,Mbeya Border Market,2026-06-15
COFFEE,88.15,229190.00,Tanga Coastal Exchange,2026-06-15
COFFEE,81.13,210938.00,Tabora Grain Yard,2026-06-15
COFFEE,90.52,235352.00,Kigoma Lake Hub,2026-06-15
CASHEW,98.59,256334.00,Dar Es Salaam Wholesale,2026-06-15
CASHEW,93.95,244270.00,Mwanza Central Hub,2026-06-15
CASHEW,101.77,264602.00,Arusha North Hub,2026-06-15
CASHEW,97.12,252512.00,Dodoma Wholesale Hub,2026-06-15
CASHEW,92.45,240370.00,Mbeya Border Market,2026-06-15
CASHEW,98.38,255788.00,Tanga Coastal Exchange,2026-06-15
CASHEW,90.80,236080.00,Tabora Grain Yard,2026-06-15
CASHEW,101.57,264082.00,Kigoma Lake Hub,2026-06-15
COCONUT,83.19,216294.00,Dar Es Salaam Wholesale,2026-06-15
COCONUT,79.02,205452.00,Mwanza Central Hub,2026-06-15
COCONUT,92.45,240370.00,Arusha North Hub,2026-06-15
COCONUT,87.95,228670.00,Dodoma Wholesale Hub,2026-06-15
COCONUT,83.47,217022.00,Mbeya Border Market,2026-06-15
COCONUT,88.55,230230.00,Tanga Coastal Exchange,2026-06-15
COCONUT,81.48,211848.00,Tabora Grain Yard,2026-06-15
COCONUT,90.88,236288.00,Kigoma Lake Hub,2026-06-15
MAIZE,48.52,126152.00,Dar Es Salaam Wholesale,2026-06-22
MAIZE,46.24,120224.00,Mwanza Central Hub,2026-06-22
MAIZE,50.10,130260.00,Arusha North Hub,2026-06-22
MAIZE,47.82,124332.00,Dodoma Wholesale Hub,2026-06-22
MAIZE,45.52,118352.00,Mbeya Border Market,2026-06-22
MAIZE,48.45,125970.00,Tanga Coastal Exchange,2026-06-22
MAIZE,44.72,116272.00,Tabora Grain Yard,2026-06-22
MAIZE,50.04,130104.00,Kigoma Lake Hub,2026-06-22
RICE,64.98,168948.00,Dar Es Salaam Wholesale,2026-06-22
RICE,61.73,160498.00,Mwanza Central Hub,2026-06-22
RICE,66.67,173342.00,Arusha North Hub,2026-06-22
RICE,63.42,164892.00,Dodoma Wholesale Hub,2026-06-22
RICE,60.19,156494.00,Mbeya Border Market,2026-06-22
RICE,63.85,166010.00,Tanga Coastal Exchange,2026-06-22
RICE,58.74,152724.00,Tabora Grain Yard,2026-06-22
RICE,65.51,170326.00,Kigoma Lake Hub,2026-06-22
BEANS,69.53,180778.00,Dar Es Salaam Wholesale,2026-06-22
BEANS,66.24,172224.00,Mwanza Central Hub,2026-06-22
BEANS,71.75,186550.00,Arusha North Hub,2026-06-22
BEANS,68.46,177996.00,Dodoma Wholesale Hub,2026-06-22
BEANS,65.16,169416.00,Mbeya Border Market,2026-06-22
BEANS,69.33,180258.00,Tanga Coastal Exchange,2026-06-22
BEANS,63.98,166348.00,Tabora Grain Yard,2026-06-22
BEANS,71.57,186082.00,Kigoma Lake Hub,2026-06-22
WHEAT,44.85,116610.00,Dar Es Salaam Wholesale,2026-06-22
WHEAT,42.63,110838.00,Mwanza Central Hub,2026-06-22
WHEAT,46.06,119756.00,Arusha North Hub,2026-06-22
WHEAT,43.84,113984.00,Dodoma Wholesale Hub,2026-06-22
WHEAT,41.63,108238.00,Mbeya Border Market,2026-06-22
WHEAT,44.18,114868.00,Tanga Coastal Exchange,2026-06-22
WHEAT,40.67,105742.00,Tabora Grain Yard,2026-06-22
WHEAT,45.38,117988.00,Kigoma Lake Hub,2026-06-22
SORGHUM,34.32,89232.00,Dar Es Salaam Wholesale,2026-06-22
SORGHUM,32.67,84942.00,Mwanza Central Hub,2026-06-22
SORGHUM,35.36,91936.00,Arusha North Hub,2026-06-22
SORGHUM,33.71,87646.00,Dodoma Wholesale Hub,2026-06-22
SORGHUM,32.07,83382.00,Mbeya Border Market,2026-06-22
SORGHUM,34.10,88660.00,Tanga Coastal Exchange,2026-06-22
SORGHUM,31.45,81770.00,Tabora Grain Yard,2026-06-22
SORGHUM,35.15,91390.00,Kigoma Lake Hub,2026-06-22
CASSAVA,26.97,70122.00,Dar Es Salaam Wholesale,2026-06-22
CASSAVA,25.66,66716.00,Mwanza Central Hub,2026-06-22
CASSAVA,27.75,72150.00,Arusha North Hub,2026-06-22
CASSAVA,26.44,68744.00,Dodoma Wholesale Hub,2026-06-22
CASSAVA,25.13,65338.00,Mbeya Border Market,2026-06-22
CASSAVA,26.69,69394.00,Tanga Coastal Exchange,2026-06-22
CASSAVA,24.59,63934.00,Tabora Grain Yard,2026-06-22
CASSAVA,27.46,71396.00,Kigoma Lake Hub,2026-06-22
POTATO,30.56,79456.00,Dar Es Salaam Wholesale,2026-06-22
POTATO,29.07,75582.00,Mwanza Central Hub,2026-06-22
POTATO,31.43,81718.00,Arusha North Hub,2026-06-22
POTATO,29.94,77844.00,Dodoma Wholesale Hub,2026-06-22
POTATO,28.45,73970.00,Mbeya Border Market,2026-06-22
POTATO,30.22,78572.00,Tanga Coastal Exchange,2026-06-22
POTATO,27.84,72384.00,Tabora Grain Yard,2026-06-22
POTATO,31.10,80860.00,Kigoma Lake Hub,2026-06-22
GROUNDNUT,80.97,210522.00,Dar Es Salaam Wholesale,2026-06-22
GROUNDNUT,77.10,200460.00,Mwanza Central Hub,2026-06-22
GROUNDNUT,83.45,216970.00,Arusha North Hub,2026-06-22
GROUNDNUT,79.58,206908.00,Dodoma Wholesale Hub,2026-06-22
GROUNDNUT,75.69,196794.00,Mbeya Border Market,2026-06-22
GROUNDNUT,80.48,209248.00,Tanga Coastal Exchange,2026-06-22
GROUNDNUT,74.21,192946.00,Tabora Grain Yard,2026-06-22
GROUNDNUT,82.95,215670.00,Kigoma Lake Hub,2026-06-22
SUNFLOWER,61.33,159458.00,Dar Es Salaam Wholesale,2026-06-22
SUNFLOWER,58.28,151528.00,Mwanza Central Hub,2026-06-22
SUNFLOWER,62.96,163696.00,Arusha North Hub,2026-06-22
SUNFLOWER,59.92,155792.00,Dodoma Wholesale Hub,2026-06-22
SUNFLOWER,56.89,147914.00,Mbeya Border Market,2026-06-22
SUNFLOWER,60.38,156988.00,Tanga Coastal Exchange,2026-06-22
SUNFLOWER,55.58,144508.00,Tabora Grain Yard,2026-06-22
SUNFLOWER,62.02,161252.00,Kigoma Lake Hub,2026-06-22
COFFEE,89.27,232102.00,Dar Es Salaam Wholesale,2026-06-22
COFFEE,85.06,221156.00,Mwanza Central Hub,2026-06-22
COFFEE,92.13,239538.00,Arusha North Hub,2026-06-22
COFFEE,87.91,228566.00,Dodoma Wholesale Hub,2026-06-22
COFFEE,83.68,217568.00,Mbeya Border Market,2026-06-22
COFFEE,89.04,231504.00,Tanga Coastal Exchange,2026-06-22
COFFEE,82.17,213642.00,Tabora Grain Yard,2026-06-22
COFFEE,91.91,238966.00,Kigoma Lake Hub,2026-06-22
CASHEW,103.68,269568.00,Dar Es Salaam Wholesale,2026-06-22
CASHEW,98.49,256074.00,Mwanza Central Hub,2026-06-22
CASHEW,106.37,276562.00,Arusha North Hub,2026-06-22
CASHEW,101.20,263120.00,Dodoma Wholesale Hub,2026-06-22
CASHEW,96.04,249704.00,Mbeya Border Market,2026-06-22
CASHEW,101.89,264914.00,Tanga Coastal Exchange,2026-06-22
CASHEW,93.75,243750.00,Tabora Grain Yard,2026-06-22
CASHEW,104.57,271882.00,Kigoma Lake Hub,2026-06-22
COCONUT,88.54,230204.00,Dar Es Salaam Wholesale,2026-06-22
COCONUT,84.37,219362.00,Mwanza Central Hub,2026-06-22
COCONUT,91.40,237640.00,Arusha North Hub,2026-06-22
COCONUT,87.22,226772.00,Dodoma Wholesale Hub,2026-06-22
COCONUT,83.03,215878.00,Mbeya Border Market,2026-06-22
COCONUT,88.36,229736.00,Tanga Coastal Exchange,2026-06-22
COCONUT,81.55,212030.00,Tabora Grain Yard,2026-06-22
COCONUT,91.23,237198.00,Kigoma Lake Hub,2026-06-22
MAIZE,49.05,127530.00,Dar Es Salaam Wholesale,2026-06-29
MAIZE,46.59,121134.00,Mwanza Central Hub,2026-06-29
MAIZE,50.32,130832.00,Arusha North Hub,2026-06-29
MAIZE,47.86,124436.00,Dodoma Wholesale Hub,2026-06-29
MAIZE,45.42,118092.00,Mbeya Border Market,2026-06-29
MAIZE,48.18,125268.00,Tanga Coastal Exchange,2026-06-29
MAIZE,44.33,115258.00,Tabora Grain Yard,2026-06-29
MAIZE,49.43,128518.00,Kigoma Lake Hub,2026-06-29
RICE,66.52,172952.00,Dar Es Salaam Wholesale,2026-06-29
RICE,63.38,164788.00,Mwanza Central Hub,2026-06-29
RICE,68.65,178490.00,Arusha North Hub,2026-06-29
RICE,65.51,170326.00,Dodoma Wholesale Hub,2026-06-29
RICE,62.36,162136.00,Mbeya Border Market,2026-06-29
RICE,66.35,172510.00,Tanga Coastal Exchange,2026-06-29
RICE,61.24,159224.00,Tabora Grain Yard,2026-06-29
RICE,68.50,178100.00,Kigoma Lake Hub,2026-06-29
BEANS,70.95,184470.00,Dar Es Salaam Wholesale,2026-06-29
BEANS,67.42,175292.00,Mwanza Central Hub,2026-06-29
BEANS,72.84,189384.00,Arusha North Hub,2026-06-29
BEANS,69.33,180258.00,Dodoma Wholesale Hub,2026-06-29
BEANS,65.81,171106.00,Mbeya Border Market,2026-06-29
BEANS,69.84,181584.00,Tanga Coastal Exchange,2026-06-29
BEANS,64.28,167128.00,Tabora Grain Yard,2026-06-29
BEANS,71.71,186446.00,Kigoma Lake Hub,2026-06-29
WHEAT,42.57,110682.00,Dar Es Salaam Wholesale,2026-06-29
WHEAT,40.53,105378.00,Mwanza Central Hub,2026-06-29
WHEAT,43.88,114088.00,Arusha North Hub,2026-06-29
WHEAT,41.85,108810.00,Dodoma Wholesale Hub,2026-06-29
WHEAT,39.81,103506.00,Mbeya Border Market,2026-06-29
WHEAT,42.34,110084.00,Tanga Coastal Exchange,2026-06-29
WHEAT,39.05,101530.00,Tabora Grain Yard,2026-06-29
WHEAT,43.66,113516.00,Kigoma Lake Hub,2026-06-29
SORGHUM,36.94,96044.00,Dar Es Salaam Wholesale,2026-06-29
SORGHUM,35.13,91338.00,Mwanza Central Hub,2026-06-29
SORGHUM,37.99,98774.00,Arusha North Hub,2026-06-29
SORGHUM,36.18,94068.00,Dodoma Wholesale Hub,2026-06-29
SORGHUM,34.38,89388.00,Mbeya Border Market,2026-06-29
SORGHUM,36.51,94926.00,Tanga Coastal Exchange,2026-06-29
SORGHUM,33.63,87438.00,Tabora Grain Yard,2026-06-29
SORGHUM,37.55,97630.00,Kigoma Lake Hub,2026-06-29
CASSAVA,24.93,64818.00,Dar Es Salaam Wholesale,2026-06-29
CASSAVA,23.72,61672.00,Mwanza Central Hub,2026-06-29
CASSAVA,25.65,66690.00,Arusha North Hub,2026-06-29
CASSAVA,24.44,63544.00,Dodoma Wholesale Hub,2026-06-29
CASSAVA,23.23,60398.00,Mbeya Border Market,2026-06-29
CASSAVA,24.68,64168.00,Tanga Coastal Exchange,2026-06-29
CASSAVA,22.74,59124.00,Tabora Grain Yard,2026-06-29
CASSAVA,25.40,66040.00,Kigoma Lake Hub,2026-06-29
POTATO,32.83,85358.00,Dar Es Salaam Wholesale,2026-06-29
POTATO,31.26,81276.00,Mwanza Central Hub,2026-06-29
POTATO,33.83,87958.00,Arusha North Hub,2026-06-29
POTATO,32.25,83850.00,Dodoma Wholesale Hub,2026-06-29
POTATO,30.67,79742.00,Mbeya Border Market,2026-06-29
POTATO,32.60,84760.00,Tanga Coastal Exchange,2026-06-29
POTATO,30.06,78156.00,Tabora Grain Yard,2026-06-29
POTATO,33.59,87334.00,Kigoma Lake Hub,2026-06-29
GROUNDNUT,77.24,200824.00,Dar Es Salaam Wholesale,2026-06-29
GROUNDNUT,73.41,190866.00,Mwanza Central Hub,2026-06-29
GROUNDNUT,79.32,206232.00,Arusha North Hub,2026-06-29
GROUNDNUT,75.50,196300.00,Dodoma Wholesale Hub,2026-06-29
GROUNDNUT,71.69,186394.00,Mbeya Border Market,2026-06-29
GROUNDNUT,76.10,197860.00,Tanga Coastal Exchange,2026-06-29
GROUNDNUT,70.06,182156.00,Tabora Grain Yard,2026-06-29
GROUNDNUT,78.19,203294.00,Kigoma Lake Hub,2026-06-29
SUNFLOWER,62.19,161694.00,Dar Es Salaam Wholesale,2026-06-29
SUNFLOWER,59.25,154050.00,Mwanza Central Hub,2026-06-29
SUNFLOWER,64.18,166868.00,Arusha North Hub,2026-06-29
SUNFLOWER,61.23,159198.00,Dodoma Wholesale Hub,2026-06-29
SUNFLOWER,58.27,151502.00,Mbeya Border Market,2026-06-29
SUNFLOWER,61.99,161174.00,Tanga Coastal Exchange,2026-06-29
SUNFLOWER,57.20,148720.00,Tabora Grain Yard,2026-06-29
SUNFLOWER,63.98,166348.00,Kigoma Lake Hub,2026-06-29
COFFEE,92.03,239278.00,Dar Es Salaam Wholesale,2026-06-29
COFFEE,87.43,227318.00,Mwanza Central Hub,2026-06-29
COFFEE,94.43,245518.00,Arusha North Hub,2026-06-29
COFFEE,89.84,233584.00,Dodoma Wholesale Hub,2026-06-29
COFFEE,85.26,221676.00,Mbeya Border Market,2026-06-29
COFFEE,90.46,235196.00,Tanga Coastal Exchange,2026-06-29
COFFEE,83.24,216424.00,Tabora Grain Yard,2026-06-29
COFFEE,92.84,241384.00,Kigoma Lake Hub,2026-06-29
CASHEW,103.92,270192.00,Dar Es Salaam Wholesale,2026-06-29
CASHEW,99.03,257478.00,Mwanza Central Hub,2026-06-29
CASHEW,107.28,278928.00,Arusha North Hub,2026-06-29
CASHEW,102.38,266188.00,Dodoma Wholesale Hub,2026-06-29
CASHEW,89.96,233896.00,Mbeya Border Market,2026-06-29
CASHEW,95.74,248924.00,Tanga Coastal Exchange,2026-06-29
CASHEW,88.38,229788.00,Tabora Grain Yard,2026-06-29
CASHEW,98.88,257088.00,Kigoma Lake Hub,2026-06-29
COCONUT,85.69,222794.00,Dar Es Salaam Wholesale,2026-06-29
COCONUT,81.41,211666.00,Mwanza Central Hub,2026-06-29
COCONUT,87.92,228592.00,Arusha North Hub,2026-06-29
COCONUT,83.64,217464.00,Dodoma Wholesale Hub,2026-06-29
COCONUT,79.38,206388.00,Mbeya Border Market,2026-06-29
COCONUT,84.21,218946.00,Tanga Coastal Exchange,2026-06-29
COCONUT,77.49,201474.00,Tabora Grain Yard,2026-06-29
COCONUT,86.42,224692.00,Kigoma Lake Hub,2026-06-29
MAIZE,49.24,128024.00,Dar Es Salaam Wholesale,2026-07-06
MAIZE,46.92,121992.00,Mwanza Central Hub,2026-07-06
MAIZE,50.83,132158.00,Arusha North Hub,2026-07-06
MAIZE,48.50,126100.00,Dodoma Wholesale Hub,2026-07-06
MAIZE,46.17,120042.00,Mbeya Border Market,2026-07-06
MAIZE,49.13,127738.00,Tanga Coastal Exchange,2026-07-06
MAIZE,45.35,117910.00,Tabora Grain Yard,2026-07-06
MAIZE,50.73,131898.00,Kigoma Lake Hub,2026-07-06
RICE,64.07,166582.00,Dar Es Salaam Wholesale,2026-07-06
RICE,60.88,158288.00,Mwanza Central Hub,2026-07-06
RICE,65.77,171002.00,Arusha North Hub,2026-07-06
RICE,62.58,162708.00,Dodoma Wholesale Hub,2026-07-06
RICE,59.41,154466.00,Mbeya Border Market,2026-07-06
RICE,63.03,163878.00,Tanga Coastal Exchange,2026-07-06
RICE,58.01,150826.00,Tabora Grain Yard,2026-07-06
RICE,64.71,168246.00,Kigoma Lake Hub,2026-07-06
BEANS,66.11,171886.00,Dar Es Salaam Wholesale,2026-07-06
BEANS,62.96,163696.00,Mwanza Central Hub,2026-07-06
BEANS,68.17,177242.00,Arusha North Hub,2026-07-06
BEANS,65.02,169052.00,Dodoma Wholesale Hub,2026-07-06
BEANS,61.87,160862.00,Mbeya Border Market,2026-07-06
BEANS,65.80,171080.00,Tanga Coastal Exchange,2026-07-06
BEANS,60.71,157846.00,Tabora Grain Yard,2026-07-06
BEANS,67.89,176514.00,Kigoma Lake Hub,2026-07-06
WHEAT,44.97,116922.00,Dar Es Salaam Wholesale,2026-07-06
WHEAT,42.77,111202.00,Mwanza Central Hub,2026-07-06
WHEAT,46.24,120224.00,Arusha North Hub,2026-07-06
WHEAT,44.03,114478.00,Dodoma Wholesale Hub,2026-07-06
WHEAT,41.83,108758.00,Mbeya Border Market,2026-07-06
WHEAT,44.41,115466.00,Tanga Coastal Exchange,2026-07-06
WHEAT,40.90,106340.00,Tabora Grain Yard,2026-07-06
WHEAT,45.66,118716.00,Kigoma Lake Hub,2026-07-06
SORGHUM,34.56,89856.00,Dar Es Salaam Wholesale,2026-07-06
SORGHUM,32.89,85514.00,Mwanza Central Hub,2026-07-06
SORGHUM,35.57,92482.00,Arusha North Hub,2026-07-06
SORGHUM,33.90,88140.00,Dodoma Wholesale Hub,2026-07-06
SORGHUM,32.23,83798.00,Mbeya Border Market,2026-07-06
SORGHUM,34.25,89050.00,Tanga Coastal Exchange,2026-07-06
SORGHUM,31.57,82082.00,Tabora Grain Yard,2026-07-06
SORGHUM,35.27,91702.00,Kigoma Lake Hub,2026-07-06
CASSAVA,27.77,72202.00,Dar Es Salaam Wholesale,2026-07-06
CASSAVA,26.43,68718.00,Mwanza Central Hub,2026-07-06
CASSAVA,28.60,74360.00,Arusha North Hub,2026-07-06
CASSAVA,27.26,70876.00,Dodoma Wholesale Hub,2026-07-06
CASSAVA,25.92,67392.00,Mbeya Border Market,2026-07-06
CASSAVA,27.55,71630.00,Tanga Coastal Exchange,2026-07-06
CASSAVA,25.40,66040.00,Tabora Grain Yard,2026-07-06
CASSAVA,28.38,73788.00,Kigoma Lake Hub,2026-07-06
POTATO,32.26,83876.00,Dar Es Salaam Wholesale,2026-07-06
POTATO,30.67,79742.00,Mwanza Central Hub,2026-07-06
POTATO,33.14,86164.00,Arusha North Hub,2026-07-06
POTATO,31.55,82030.00,Dodoma Wholesale Hub,2026-07-06
POTATO,29.96,77896.00,Mbeya Border Market,2026-07-06
POTATO,31.81,82706.00,Tanga Coastal Exchange,2026-07-06
POTATO,29.29,76154.00,Tabora Grain Yard,2026-07-06
POTATO,32.70,85020.00,Kigoma Lake Hub,2026-07-06
GROUNDNUT,82.77,215202.00,Dar Es Salaam Wholesale,2026-07-06
GROUNDNUT,78.84,204984.00,Mwanza Central Hub,2026-07-06
GROUNDNUT,85.38,221988.00,Arusha North Hub,2026-07-06
GROUNDNUT,81.45,211770.00,Dodoma Wholesale Hub,2026-07-06
GROUNDNUT,77.51,201526.00,Mbeya Border Market,2026-07-06
GROUNDNUT,82.45,214370.00,Tanga Coastal Exchange,2026-07-06
GROUNDNUT,76.07,197782.00,Tabora Grain Yard,2026-07-06
GROUNDNUT,85.06,221156.00,Kigoma Lake Hub,2026-07-06
SUNFLOWER,64.69,168194.00,Dar Es Salaam Wholesale,2026-07-06
SUNFLOWER,61.46,159796.00,Mwanza Central Hub,2026-07-06
SUNFLOWER,66.38,172588.00,Arusha North Hub,2026-07-06
SUNFLOWER,63.15,164190.00,Dodoma Wholesale Hub,2026-07-06
